State,Municipality,Institute,Offered_places,Applications_First_Entry_Male,Applications_First_Entry_Female,Applications_First_Entry_Total,First_Entry_Male,First_Entry_Female,First_Entry_Total,Enrollment_Male,Enrollment_women,Enrollment_Total,All_Graduate_Male,All_Graduate_Female,All_Graduate,Graduate_with_Diploma_Male,Graduate_with_Diploma_Female,Graduate_with_Diploma_Total,Count,period,modality
AGUASCALIENTES,AGUASCALIENTES,UNIVERSIDAD DEL VALLE DE MÉXICO,183.0,84.0,99.0,183.0,84.0,99.0,183.0,339.0,381.0,720.0,38.0,39.0,77.0,38.0,39.0,77.0,1,2016-2017,private-onsite
BAJA CALIFORNIA,MEXICALI,UNIVERSIDAD DEL VALLE DE MÉXICO,310.0,108.0,159.0,267.0,108.0,159.0,267.0,374.0,534.0,908.0,56.0,99.0,155.0,43.0,78.0,121.0,1,2016-2017,private-onsite
CHIAPAS,TUXTLA GUTIÉRREZ,UNIVERSIDAD DEL VALLE DE MÉXICO,564.0,259.0,196.0,455.0,237.0,169.0,406.0,796.0,706.0,1502.0,86.0,100.0,186.0,52.0,69.0,121.0,1,2016-2017,private-onsite
CHIHUAHUA,CHIHUAHUA,UNIVERSIDAD DEL VALLE DE MÉXICO,230.0,110.0,120.0,230.0,110.0,120.0,230.0,405.0,416.0,821.0,27.0,34.0,61.0,16.0,22.0,38.0,1,2016-2017,private-onsite
COAHUILA,SALTILLO,UNIVERSIDAD DEL VALLE DE MÉXICO,400.0,140.0,179.0,319.0,140.0,179.0,319.0,715.0,821.0,1536.0,96.0,97.0,193.0,16.0,4.0,20.0,1,2016-2017,private-onsite
COAHUILA,TORREÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,145.0,53.0,81.0,134.0,50.0,78.0,128.0,280.0,409.0,689.0,68.0,59.0,127.0,56.0,65.0,121.0,1,2016-2017,private-onsite
CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,211.0,82.0,87.0,169.0,82.0,87.0,169.0,353.0,282.0,635.0,40.0,40.0,80.0,27.0,26.0,53.0,1,2016-2017,private-onsite
CIUDAD DE MÉXICO,COYOACÁN,UNIVERSIDAD DEL VALLE DE MÉXICO,1689.0,750.0,861.0,1611.0,667.0,678.0,1345.0,2211.0,2376.0,4587.0,395.0,410.0,805.0,194.0,230.0,424.0,1,2016-2017,private-onsite
CIUDAD DE MÉXICO,CUAUHTÉMOC,UNIVERSIDAD DEL VALLE DE MÉXICO,845.0,247.0,224.0,471.0,188.0,179.0,367.0,1471.0,1636.0,3107.0,172.0,179.0,351.0,131.0,181.0,312.0,1,2016-2017,private-onsite
CIUDAD DE MÉXICO,MIGUEL HIDALGO,UNIVERSIDAD DEL VALLE DE MÉXICO,153.0,65.0,88.0,153.0,31.0,72.0,103.0,136.0,238.0,374.0,20.0,31.0,51.0,10.0,13.0,23.0,1,2016-2017,private-onsite
CIUDAD DE MÉXICO,TLALPAN,UNIVERSIDAD DEL VALLE DE MÉXICO,730.0,352.0,346.0,698.0,328.0,321.0,649.0,1187.0,1148.0,2335.0,350.0,362.0,712.0,303.0,306.0,609.0,1,2016-2017,private-onsite
JALISCO,SAN PEDRO TLAQUEPAQUE,UNIVERSIDAD DEL VALLE DE MÉXICO,273.0,163.0,134.0,297.0,163.0,134.0,297.0,681.0,632.0,1313.0,132.0,127.0,259.0,99.0,135.0,234.0,1,2016-2017,private-onsite
JALISCO,ZAPOPAN,UNIVERSIDAD DEL VALLE DE MÉXICO,855.0,213.0,382.0,595.0,175.0,289.0,464.0,1058.0,1244.0,2302.0,156.0,167.0,323.0,36.0,74.0,110.0,1,2016-2017,private-onsite
MÉXICO,COACALCO DE BERRIOZÁBAL,UNIVERSIDAD DEL VALLE DE MÉXICO,898.0,442.0,448.0,890.0,442.0,448.0,890.0,1485.0,1470.0,2955.0,239.0,304.0,543.0,216.0,276.0,492.0,1,2016-2017,private-onsite
MÉXICO,CUAUTITLÁN IZCALLI,UNIVERSIDAD DEL VALLE DE MÉXICO,456.0,244.0,228.0,472.0,168.0,150.0,318.0,649.0,713.0,1362.0,50.0,78.0,128.0,15.0,25.0,40.0,1,2016-2017,private-onsite
MÉXICO,METEPEC,UNIVERSIDAD DEL VALLE DE MÉXICO,963.0,464.0,437.0,901.0,429.0,344.0,773.0,1749.0,1441.0,3190.0,221.0,253.0,474.0,175.0,157.0,332.0,1,2016-2017,private-onsite
MÉXICO,NAUCALPAN DE JUÁREZ,UNIVERSIDAD DEL VALLE DE MÉXICO,1491.0,880.0,611.0,1491.0,638.0,467.0,1105.0,2355.0,2010.0,4365.0,455.0,468.0,923.0,17.0,11.0,28.0,1,2016-2017,private-onsite
MÉXICO,TEXCOCO,UNIVERSIDAD DEL VALLE DE MÉXICO,495.0,245.0,250.0,495.0,208.0,223.0,431.0,750.0,924.0,1674.0,66.0,108.0,174.0,66.0,108.0,174.0,1,2016-2017,private-onsite
MORELOS,TEMIXCO,UNIVERSIDAD DEL VALLE DE MÉXICO,531.0,192.0,155.0,347.0,181.0,139.0,320.0,532.0,476.0,1008.0,41.0,55.0,96.0,13.0,32.0,45.0,1,2016-2017,private-onsite
NUEVO LEÓN,MONTERREY,UNIVERSIDAD DEL VALLE DE MÉXICO,484.0,243.0,241.0,484.0,243.0,241.0,484.0,882.0,842.0,1724.0,209.0,267.0,476.0,25.0,23.0,48.0,1,2016-2017,private-onsite
NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,43.0,55.0,0.0,1.0,1.0,0.0,1.0,1.0,1,2016-2017,private-onsite
PUEBLA,SAN ANDRÉS CHOLULA,UNIVERSIDAD DEL VALLE DE MÉXICO,630.0,273.0,308.0,581.0,273.0,308.0,581.0,708.0,804.0,1512.0,109.0,108.0,217.0,104.0,90.0,194.0,1,2016-2017,private-onsite
QUERÉTARO,QUERÉTARO,UNIVERSIDAD DEL VALLE DE MÉXICO,1137.0,501.0,545.0,1046.0,422.0,483.0,905.0,1644.0,2169.0,3813.0,203.0,260.0,463.0,182.0,238.0,420.0,1,2016-2017,private-onsite
SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,UNIVERSIDAD DEL VALLE DE MÉXICO,200.0,65.0,60.0,125.0,65.0,60.0,125.0,253.0,336.0,589.0,4.0,3.0,7.0,4.0,3.0,7.0,1,2016-2017,private-onsite
SONORA,HERMOSILLO,UNIVERSIDAD DEL VALLE DE MÉXICO,838.0,361.0,477.0,838.0,361.0,477.0,838.0,1351.0,1723.0,3074.0,128.0,196.0,324.0,90.0,114.0,204.0,1,2016-2017,private-onsite
TABASCO,CENTRO,UNIVERSIDAD DEL VALLE DE MÉXICO,954.0,516.0,445.0,961.0,509.0,439.0,948.0,869.0,929.0,1798.0,127.0,207.0,334.0,119.0,184.0,303.0,1,2016-2017,private-onsite
TAMAULIPAS,EL MANTE,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,1,2016-2017,private-onsite
TAMAULIPAS,MATAMOROS,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,42.0,58.0,17.0,26.0,43.0,19.0,25.0,44.0,1,2016-2017,private-onsite
TAMAULIPAS,NUEVO LAREDO,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,41.0,93.0,1,2016-2017,private-onsite
TAMAULIPAS,REYNOSA,UNIVERSIDAD DEL VALLE DE MÉXICO,154.0,65.0,89.0,154.0,65.0,89.0,154.0,387.0,400.0,787.0,70.0,70.0,140.0,78.0,96.0,174.0,1,2016-2017,private-onsite
TAMAULIPAS,SAN FERNANDO,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,11.0,1,2016-2017,private-onsite
TAMAULIPAS,TAMPICO,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,35.0,132.0,43.0,34.0,77.0,25.0,18.0,43.0,1,2016-2017,private-onsite
TAMAULIPAS,VICTORIA,UNIVERSIDAD DEL VALLE DE MÉXICO,143.0,63.0,80.0,143.0,63.0,80.0,143.0,306.0,352.0,658.0,25.0,24.0,49.0,44.0,47.0,91.0,1,2016-2017,private-onsite
VERACRUZ,BOCA DEL RÍO,UNIVERSIDAD DEL VALLE DE MÉXICO,723.0,312.0,392.0,704.0,303.0,358.0,661.0,1219.0,1413.0,2632.0,112.0,154.0,266.0,57.0,61.0,118.0,1,2016-2017,private-onsite
VERACRUZ,COATZACOALCOS,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,28.0,1,2016-2017,private-onsite
VERACRUZ,VERACRUZ,UNIVERSIDAD DEL VALLE DE MÉXICO,130.0,47.0,93.0,140.0,47.0,93.0,140.0,240.0,403.0,643.0,22.0,34.0,56.0,0.0,0.0,0.0,1,2016-2017,private-onsite
YUCATÁN,MÉRIDA,UNIVERSIDAD DEL VALLE DE MÉXICO,456.0,153.0,199.0,352.0,147.0,189.0,336.0,501.0,637.0,1138.0,100.0,87.0,187.0,90.0,65.0,155.0,1,2016-2017,private-onsite
AGUASCALIENTES,AGUASCALIENTES,UNIVERSIDAD DEL VALLE DE MÉXICO,246.0,118.0,128.0,246.0,91.0,99.0,190.0,401.0,341.0,742.0,22.0,23.0,45.0,22.0,23.0,45.0,1,2017-2018,private-onsite
BAJA CALIFORNIA,MEXICALI,UNIVERSIDAD DEL VALLE DE MÉXICO,330.0,146.0,156.0,302.0,99.0,115.0,214.0,367.0,512.0,879.0,39.0,58.0,97.0,16.0,59.0,75.0,1,2017-2018,private-onsite
CHIAPAS,TUXTLA GUTIÉRREZ,UNIVERSIDAD DEL VALLE DE MÉXICO,478.0,247.0,156.0,403.0,220.0,134.0,354.0,848.0,728.0,1576.0,107.0,102.0,209.0,60.0,54.0,114.0,1,2017-2018,private-onsite
CHIHUAHUA,CHIHUAHUA,UNIVERSIDAD DEL VALLE DE MÉXICO,179.0,86.0,91.0,177.0,86.0,91.0,177.0,329.0,489.0,818.0,132.0,153.0,285.0,0.0,0.0,0.0,1,2017-2018,private-onsite
COAHUILA,SALTILLO,UNIVERSIDAD DEL VALLE DE MÉXICO,406.0,202.0,155.0,357.0,154.0,140.0,294.0,630.0,678.0,1308.0,141.0,151.0,292.0,56.0,55.0,111.0,1,2017-2018,private-onsite
COAHUILA,TORREÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,91.0,55.0,36.0,91.0,40.0,27.0,67.0,224.0,293.0,517.0,48.0,125.0,173.0,32.0,66.0,98.0,1,2017-2018,private-onsite
CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,186.0,71.0,67.0,138.0,71.0,67.0,138.0,342.0,277.0,619.0,76.0,73.0,149.0,44.0,49.0,93.0,1,2017-2018,private-onsite
CIUDAD DE MÉXICO,COYOACÁN,UNIVERSIDAD DEL VALLE DE MÉXICO,1860.0,595.0,512.0,1107.0,564.0,386.0,950.0,2454.0,2224.0,4678.0,275.0,452.0,727.0,225.0,302.0,527.0,1,2017-2018,private-onsite
CIUDAD DE MÉXICO,CUAUHTÉMOC,UNIVERSIDAD DEL VALLE DE MÉXICO,525.0,194.0,174.0,368.0,150.0,129.0,279.0,1400.0,1595.0,2995.0,197.0,316.0,513.0,91.0,132.0,223.0,1,2017-2018,private-onsite
CIUDAD DE MÉXICO,MIGUEL HIDALGO,UNIVERSIDAD DEL VALLE DE MÉXICO,243.0,104.0,124.0,228.0,64.0,125.0,189.0,339.0,501.0,840.0,68.0,69.0,137.0,68.0,116.0,184.0,1,2017-2018,private-onsite
CIUDAD DE MÉXICO,TLALPAN,UNIVERSIDAD DEL VALLE DE MÉXICO,391.0,185.0,163.0,348.0,168.0,116.0,284.0,1053.0,948.0,2001.0,331.0,371.0,702.0,267.0,309.0,576.0,1,2017-2018,private-onsite
JALISCO,SAN PEDRO TLAQUEPAQUE,UNIVERSIDAD DEL VALLE DE MÉXICO,273.0,0.0,0.0,0.0,144.0,82.0,226.0,659.0,542.0,1201.0,145.0,156.0,301.0,52.0,97.0,149.0,1,2017-2018,private-onsite
JALISCO,ZAPOPAN,UNIVERSIDAD DEL VALLE DE MÉXICO,720.0,406.0,342.0,748.0,313.0,294.0,607.0,1374.0,1393.0,2767.0,126.0,153.0,279.0,163.0,148.0,311.0,1,2017-2018,private-onsite
MÉXICO,COACALCO DE BERRIOZÁBAL,UNIVERSIDAD DEL VALLE DE MÉXICO,945.0,524.0,421.0,945.0,524.0,421.0,945.0,1509.0,1292.0,2801.0,415.0,390.0,805.0,240.0,236.0,476.0,1,2017-2018,private-onsite
MÉXICO,CUAUTITLÁN IZCALLI,UNIVERSIDAD DEL VALLE DE MÉXICO,2798.0,1475.0,1323.0,2798.0,685.0,646.0,1331.0,1316.0,1521.0,2837.0,104.0,129.0,233.0,29.0,22.0,51.0,1,2017-2018,private-onsite
MÉXICO,METEPEC,UNIVERSIDAD DEL VALLE DE MÉXICO,2993.0,1383.0,1162.0,2545.0,402.0,315.0,717.0,1453.0,1261.0,2714.0,53.0,71.0,124.0,141.0,106.0,247.0,1,2017-2018,private-onsite
MÉXICO,NAUCALPAN DE JUÁREZ,UNIVERSIDAD DEL VALLE DE MÉXICO,2180.0,575.0,899.0,1474.0,504.0,396.0,900.0,2162.0,1866.0,4028.0,200.0,157.0,357.0,171.0,118.0,289.0,1,2017-2018,private-onsite
MÉXICO,TEXCOCO,UNIVERSIDAD DEL VALLE DE MÉXICO,597.0,277.0,320.0,597.0,223.0,247.0,470.0,744.0,952.0,1696.0,94.0,129.0,223.0,92.0,126.0,218.0,1,2017-2018,private-onsite
MORELOS,TEMIXCO,UNIVERSIDAD DEL VALLE DE MÉXICO,359.0,181.0,176.0,357.0,132.0,104.0,236.0,545.0,463.0,1008.0,83.0,60.0,143.0,49.0,20.0,69.0,1,2017-2018,private-onsite
NUEVO LEÓN,MONTERREY,UNIVERSIDAD DEL VALLE DE MÉXICO,399.0,237.0,162.0,399.0,237.0,162.0,399.0,916.0,773.0,1689.0,236.0,260.0,496.0,236.0,260.0,496.0,1,2017-2018,private-onsite
NUEVO LEÓN,SAN NICOLÁS DE LOS GARZA,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,19.0,15.0,34.0,16.0,12.0,28.0,1,2017-2018,private-onsite
PUEBLA,SAN ANDRÉS CHOLULA,UNIVERSIDAD DEL VALLE DE MÉXICO,1019.0,485.0,386.0,871.0,462.0,416.0,878.0,1142.0,1073.0,2215.0,100.0,127.0,227.0,53.0,64.0,117.0,1,2017-2018,private-onsite
QUERÉTARO,QUERÉTARO,UNIVERSIDAD DEL VALLE DE MÉXICO,853.0,405.0,458.0,863.0,354.0,436.0,790.0,1637.0,2146.0,3783.0,191.0,271.0,462.0,193.0,246.0,439.0,1,2017-2018,private-onsite
SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,UNIVERSIDAD DEL VALLE DE MÉXICO,295.0,113.0,171.0,284.0,113.0,171.0,284.0,306.0,465.0,771.0,33.0,81.0,114.0,63.0,102.0,165.0,1,2017-2018,private-onsite
SONORA,HERMOSILLO,UNIVERSIDAD DEL VALLE DE MÉXICO,748.0,321.0,427.0,748.0,321.0,427.0,748.0,1278.0,1646.0,2924.0,150.0,177.0,327.0,149.0,230.0,379.0,1,2017-2018,private-onsite
TABASCO,CENTRO,UNIVERSIDAD DEL VALLE DE MÉXICO,554.0,243.0,233.0,476.0,240.0,183.0,423.0,996.0,1055.0,2051.0,84.0,118.0,202.0,38.0,56.0,94.0,1,2017-2018,private-onsite
TAMAULIPAS,EL MANTE,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1,2017-2018,private-onsite
TAMAULIPAS,MATAMOROS,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,16.0,41.0,57.0,25.0,34.0,59.0,1,2017-2018,private-onsite
TAMAULIPAS,NUEVO LAREDO,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,45.0,17.0,35.0,52.0,68.0,67.0,135.0,1,2017-2018,private-onsite
TAMAULIPAS,REYNOSA,UNIVERSIDAD DEL VALLE DE MÉXICO,395.0,162.0,233.0,395.0,162.0,233.0,395.0,609.0,791.0,1400.0,109.0,141.0,250.0,85.0,107.0,192.0,1,2017-2018,private-onsite
TAMAULIPAS,SAN FERNANDO,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1,2017-2018,private-onsite
TAMAULIPAS,TAMPICO,UNIVERSIDAD DEL VALLE DE MÉXICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,26.0,86.0,12.0,2.0,14.0,20.0,18.0,38.0,1,2017-2018,private-onsite
TAMAULIPAS,VICTORIA,UNIVERSIDAD DEL VALLE DE MÉXICO,114.0,48.0,66.0,114.0,48.0,66.0,114.0,306.0,346.0,652.0,48.0,51.0,99.0,48.0,51.0,99.0,1,2017-2018,private-onsite
VERACRUZ,BOCA DEL RÍO,UNIVERSIDAD DEL VALLE DE MÉXICO,811.0,370.0,423.0,793.0,319.0,373.0,692.0,1335.0,1675.0,3010.0,169.0,212.0,381.0,79.0,99.0,178.0,1,2017-2018,private-onsite
VERACRUZ,VERACRUZ,UNIVERSIDAD DEL VALLE DE MÉXICO,160.0,75.0,90.0,165.0,58.0,82.0,140.0,247.0,363.0,610.0,35.0,42.0,77.0,11.0,29.0,40.0,1,2017-2018,private-onsite
YUCATÁN,MÉRIDA,UNIVERSIDAD DEL VALLE DE MÉXICO,310.0,149.0,163.0,312.0,118.0,130.0,248.0,437.0,530.0,967.0,63.0,94.0,157.0,34.0,37.0,71.0,1,2017-2018,private-onsite
AGUASCALIENTES,AGUASCALIENTES,UNIVERSIDAD DEL VALLE DE MÉXICO,201.0,91.0,58.0,149.0,76.0,56.0,132.0,340.0,350.0,690.0,51.0,46.0,97.0,5.0,7.0,12.0,1,2018-2019,private-onsite
BAJA CALIFORNIA,MEXICALI,UNIVERSIDAD DEL VALLE DE MÉXICO,255.0,103.0,118.0,221.0,83.0,95.0,178.0,319.0,426.0,745.0,37.0,62.0,99.0,13.0,24.0,37.0,1,2018-2019,private-onsite
CHIAPAS,TUXTLA GUTIÉRREZ,UNIVERSIDAD DEL VALLE DE MÉXICO,429.0,213.0,181.0,394.0,173.0,150.0,323.0,764.0,646.0,1410.0,80.0,91.0,171.0,112.0,98.0,210.0,1,2018-2019,private-onsite
CHIHUAHUA,CHIHUAHUA,UNIVERSIDAD DEL VALLE DE MÉXICO,133.0,54.0,78.0,132.0,54.0,78.0,132.0,293.0,397.0,690.0,35.0,32.0,67.0,29.0,69.0,98.0,1,2018-2019,private-onsite
COAHUILA,SALTILLO,UNIVERSIDAD DEL VALLE DE MÉXICO,208.0,87.0,112.0,199.0,87.0,112.0,199.0,518.0,568.0,1086.0,62.0,83.0,145.0,43.0,76.0,119.0,1,2018-2019,private-onsite
COAHUILA,TORREÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,83.0,62.0,66.0,128.0,27.0,39.0,66.0,144.0,200.0,344.0,51.0,77.0,128.0,45.0,79.0,124.0,1,2018-2019,private-onsite
CIUDAD DE MÉXICO,ÁLVARO OBREGÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,177.0,73.0,56.0,129.0,73.0,56.0,129.0,322.0,265.0,587.0,60.0,50.0,110.0,43.0,32.0,75.0,1,2018-2019,private-onsite
CIUDAD DE MÉXICO,COYOACÁN,UNIVERSIDAD DEL VALLE DE MÉXICO,1374.0,575.0,631.0,1206.0,461.0,539.0,1000.0,1797.0,1980.0,3777.0,378.0,362.0,740.0,118.0,100.0,218.0,1,2018-2019,private-onsite
CIUDAD DE MÉXICO,CUAUHTÉMOC,UNIVERSIDAD DEL VALLE DE MÉXICO,539.0,211.0,191.0,402.0,161.0,154.0,315.0,1106.0,1408.0,2514.0,258.0,316.0,574.0,129.0,133.0,262.0,1,2018-2019,private-onsite
CIUDAD DE MÉXICO,MIGUEL HIDALGO,UNIVERSIDAD DEL VALLE DE MÉXICO,190.0,92.0,112.0,204.0,58.0,105.0,163.0,312.0,462.0,774.0,60.0,89.0,149.0,75.0,124.0,199.0,1,2018-2019,private-onsite
CIUDAD DE MÉXICO,TLALPAN,UNIVERSIDAD DEL VALLE DE MÉXICO,560.0,265.0,261.0,526.0,233.0,219.0,452.0,1073.0,1027.0,2100.0,113.0,137.0,250.0,76.0,87.0,163.0,1,2018-2019,private-onsite
